appointment_id,appointment_date,start_time,end_time,customer_id,employee_id,service_id,booking_channel,status,is_completed,is_cancelled,is_no_show,duration_min,price,discount,net_revenue,date_id
A000688,2025-02-21,16:45:00,17:45:00,C0292,E002,S005,Website,completed,True,False,False,60,60,0.0,60.0,2025-02-21
A000689,2025-02-22,14:15:00,15:30:00,C0125,E001,S003,Treatwell,cancelled,False,True,False,75,70,0.0,0.0,2025-02-22
A000690,2025-02-22,13:15:00,14:15:00,C0066,E003,S005,Phone/WhatsApp,completed,True,False,False,60,60,0.0,60.0,2025-02-22
A000691,2025-02-22,16:00:00,18:00:00,C0005,E001,S004,Treatwell,no_show,False,False,True,120,100,0.0,50.0,2025-02-22
A000692,2025-02-22,10:00:00,11:30:00,C0454,E004,S007,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-02-22
A000693,2025-02-22,12:00:00,13:15:00,C0288,E001,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-02-22
A000694,2025-02-22,11:00:00,12:00:00,C0210,E002,S005,Phone/WhatsApp,completed,True,False,False,60,60,0.0,60.0,2025-02-22
A000695,2025-02-22,16:45:00,18:00:00,C0082,E003,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-02-22
A000696,2025-02-22,10:00:00,12:00:00,C0240,E001,S004,Website,completed,True,False,False,120,100,0.0,100.0,2025-02-22
A000697,2025-02-22,13:15:00,14:15:00,C0380,E001,S005,Website,completed,True,False,False,60,60,0.0,60.0,2025-02-22
A000698,2025-02-22,18:00:00,19:00:00,C0122,E001,S002,Website,completed,True,False,False,60,60,0.0,60.0,2025-02-22
A000699,2025-02-22,16:00:00,17:30:00,C0295,E002,S007,Walk-in,completed,True,False,False,90,90,0.0,90.0,2025-02-22
A000700,2025-02-22,16:15:00,17:00:00,C0435,E004,S008,Website,cancelled,False,True,False,45,50,0.0,0.0,2025-02-22
A000701,2025-02-22,14:15:00,15:45:00,C0107,E002,S007,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-02-22
A000702,2025-02-22,15:30:00,16:30:00,C0372,E003,S002,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-02-22
A000703,2025-02-22,17:45:00,19:00:00,C0389,E002,S006,Phone/WhatsApp,completed,True,False,False,75,80,0.0,80.0,2025-02-22
A000704,2025-02-22,12:45:00,14:15:00,C0421,E002,S007,Website,completed,True,False,False,90,90,0.0,90.0,2025-02-22
A000705,2025-02-22,11:30:00,13:00:00,C0263,E004,S007,Phone/WhatsApp,completed,True,False,False,90,90,0.0,90.0,2025-02-22
A000706,2025-02-22,10:00:00,11:15:00,C0319,E003,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-02-22
A000707,2025-02-22,10:15:00,11:00:00,C0018,E002,S001,Website,completed,True,False,False,45,40,0.0,40.0,2025-02-22
A000708,2025-02-22,11:45:00,13:15:00,C0172,E003,S007,Phone/WhatsApp,completed,True,False,False,90,90,0.0,90.0,2025-02-22
A000709,2025-02-24,16:00:00,17:15:00,C0442,E002,S002,Phone/WhatsApp,completed,True,False,False,75,65,0.0,65.0,2025-02-24
A000710,2025-02-24,11:00:00,12:15:00,C0060,E001,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-02-24
A000711,2025-02-24,13:00:00,15:00:00,C0262,E001,S004,Instagram DM,completed,True,False,False,120,100,0.0,100.0,2025-02-24
A000712,2025-02-24,15:45:00,17:15:00,C0242,E003,S007,Instagram DM,completed,True,False,False,90,90,0.0,90.0,2025-02-24
A000713,2025-02-24,17:45:00,19:00:00,C0180,E001,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-02-24
A000714,2025-02-24,10:00:00,11:15:00,C0317,E003,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-02-24
A000715,2025-02-24,11:45:00,13:15:00,C0193,E002,S007,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-02-24
A000716,2025-02-24,13:30:00,15:30:00,C0379,E002,S004,Treatwell,completed,True,False,False,120,100,0.0,100.0,2025-02-24
A000717,2025-02-24,17:30:00,18:45:00,C0334,E002,S006,Website,completed,True,False,False,75,80,0.0,80.0,2025-02-24
A000718,2025-02-24,15:30:00,16:30:00,C0198,E001,S002,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-02-24
A000719,2025-02-24,12:00:00,13:15:00,C0450,E004,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-02-24
A000720,2025-02-24,10:30:00,11:15:00,C0321,E002,S008,Treatwell,completed,True,False,False,45,50,0.0,50.0,2025-02-24
A000721,2025-02-24,16:45:00,17:30:00,C0015,E001,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-02-24
A000722,2025-02-24,10:00:00,11:00:00,C0136,E001,S005,Walk-in,cancelled,False,True,False,60,60,0.0,0.0,2025-02-24
A000723,2025-02-24,12:30:00,14:00:00,C0314,E003,S007,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-02-24
A000724,2025-02-24,17:30:00,18:45:00,C0133,E003,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-02-24
A000725,2025-02-24,14:15:00,15:45:00,C0069,E003,S007,Instagram DM,completed,True,False,False,90,90,0.0,90.0,2025-02-24
A000726,2025-02-24,13:30:00,14:15:00,C0161,E004,S008,Website,completed,True,False,False,45,50,0.0,50.0,2025-02-24
A000727,2025-02-24,17:15:00,18:30:00,C0219,E004,S006,Phone/WhatsApp,no_show,False,False,True,75,80,0.0,40.0,2025-02-24
A000728,2025-02-24,10:30:00,11:15:00,C0323,E004,S008,Instagram DM,completed,True,False,False,45,50,0.0,50.0,2025-02-24
A000729,2025-02-25,14:15:00,15:30:00,C0275,E002,S003,Walk-in,completed,True,False,False,75,70,0.0,70.0,2025-02-25
A000730,2025-02-25,17:45:00,19:00:00,C0210,E001,S003,Instagram DM,completed,True,False,False,75,70,0.0,70.0,2025-02-25
A000731,2025-02-25,13:15:00,15:15:00,C0308,E001,S004,Website,completed,True,False,False,120,100,0.0,100.0,2025-02-25
A000732,2025-02-25,16:45:00,17:45:00,C0192,E002,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-02-25
A000733,2025-02-25,15:00:00,16:15:00,C0277,E003,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-02-25
A000734,2025-02-25,12:15:00,13:00:00,C0296,E004,S008,Instagram DM,completed,True,False,False,45,50,0.0,50.0,2025-02-25
A000735,2025-02-25,15:45:00,17:00:00,C0054,E001,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-02-25
A000736,2025-02-25,10:15:00,11:45:00,C0085,E003,S007,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-02-25
A000737,2025-02-25,11:15:00,12:15:00,C0092,E004,S005,Phone/WhatsApp,completed,True,False,False,60,60,0.0,60.0,2025-02-25
A000738,2025-02-25,12:00:00,13:00:00,C0266,E001,S001,Walk-in,cancelled,False,True,False,60,60,0.0,0.0,2025-02-25
A000739,2025-02-26,10:15:00,12:30:00,C0284,E001,S004,Walk-in,completed,True,False,False,135,115,0.0,115.0,2025-02-26
A000740,2025-02-26,14:15:00,15:00:00,C0322,E002,S001,Phone/WhatsApp,completed,True,False,False,45,40,0.0,40.0,2025-02-26
A000741,2025-02-26,15:30:00,16:15:00,C0263,E004,S008,Instagram DM,completed,True,False,False,45,50,0.0,50.0,2025-02-26
A000742,2025-02-26,15:00:00,16:15:00,C0004,E002,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-02-26
A000743,2025-02-26,12:30:00,13:45:00,C0386,E002,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-02-26
A000744,2025-02-26,10:00:00,10:45:00,C0248,E003,S008,Website,completed,True,False,False,45,50,0.0,50.0,2025-02-26
A000745,2025-02-26,13:45:00,16:00:00,C0114,E003,S004,Treatwell,completed,True,False,False,135,110,0.0,110.0,2025-02-26
A000746,2025-02-26,11:15:00,12:30:00,C0409,E002,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-02-26
A000747,2025-02-26,16:00:00,17:00:00,C0298,E001,S005,Instagram DM,completed,True,False,False,60,60,0.0,60.0,2025-02-26
A000748,2025-02-26,11:30:00,13:30:00,C0291,E003,S004,Walk-in,completed,True,False,False,120,100,0.0,100.0,2025-02-26
A000749,2025-02-26,10:15:00,12:15:00,C0362,E004,S004,Instagram DM,completed,True,False,False,120,100,0.0,100.0,2025-02-26
A000750,2025-02-26,16:30:00,17:30:00,C0356,E003,S001,Instagram DM,completed,True,False,False,60,45,0.0,45.0,2025-02-26
A000751,2025-02-26,17:45:00,19:00:00,C0347,E003,S003,Walk-in,completed,True,False,False,75,70,0.0,70.0,2025-02-26
A000752,2025-02-26,10:45:00,11:30:00,C0298,E003,S001,Website,completed,True,False,False,45,40,0.0,40.0,2025-02-26
A000753,2025-02-26,12:30:00,13:45:00,C0282,E001,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-02-26
A000754,2025-02-26,16:30:00,18:00:00,C0148,E002,S007,Website,completed,True,False,False,90,90,0.0,90.0,2025-02-26
A000755,2025-02-26,17:30:00,19:00:00,C0263,E001,S007,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-02-26
A000756,2025-02-27,16:15:00,17:30:00,C0300,E003,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-02-27
A000757,2025-02-27,13:15:00,14:00:00,C0237,E003,S001,Instagram DM,completed,True,False,False,45,40,0.0,40.0,2025-02-27
A000758,2025-02-27,15:30:00,16:45:00,C0197,E001,S006,Treatwell,completed,True,False,False,75,80,0.0,80.0,2025-02-27
A000759,2025-02-27,12:45:00,14:15:00,C0256,E001,S003,Instagram DM,completed,True,False,False,90,75,0.0,75.0,2025-02-27
A000760,2025-02-27,10:00:00,11:30:00,C0434,E001,S007,Website,completed,True,False,False,90,90,0.0,90.0,2025-02-27
A000761,2025-02-27,13:45:00,14:30:00,C0373,E004,S001,Website,completed,True,False,False,45,40,0.0,40.0,2025-02-27
A000762,2025-02-27,17:30:00,18:45:00,C0169,E003,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-02-27
A000763,2025-02-27,15:45:00,16:30:00,C0426,E002,S008,Walk-in,completed,True,False,False,45,50,0.0,50.0,2025-02-27
A000764,2025-02-27,11:45:00,12:45:00,C0339,E001,S005,Instagram DM,completed,True,False,False,60,60,0.0,60.0,2025-02-27
A000765,2025-02-27,10:45:00,11:45:00,C0169,E003,S005,Website,completed,True,False,False,60,60,0.0,60.0,2025-02-27
A000766,2025-02-27,16:45:00,17:45:00,C0205,E002,S005,Website,completed,True,False,False,60,60,0.0,60.0,2025-02-27
A000767,2025-02-27,17:00:00,17:45:00,C0198,E001,S001,Instagram DM,completed,True,False,False,45,40,0.0,40.0,2025-02-27
A000768,2025-02-27,14:15:00,15:15:00,C0149,E002,S002,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-02-27
A000769,2025-02-27,13:15:00,14:15:00,C0055,E002,S005,Phone/WhatsApp,completed,True,False,False,60,60,0.0,60.0,2025-02-27
A000770,2025-02-27,11:00:00,12:15:00,C0391,E002,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-02-27
A000771,2025-02-27,14:15:00,15:30:00,C0144,E001,S006,Treatwell,completed,True,False,False,75,80,0.0,80.0,2025-02-27
A000772,2025-02-27,15:00:00,16:15:00,C0331,E003,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-02-27
A000773,2025-02-27,18:15:00,19:00:00,C0458,E002,S001,Treatwell,cancelled,False,True,False,45,40,0.0,0.0,2025-02-27
A000774,2025-02-27,16:00:00,17:15:00,C0305,E004,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-02-27
A000775,2025-02-27,17:45:00,19:00:00,C0275,E001,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-02-27
A000776,2025-02-27,12:00:00,13:15:00,C0333,E003,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-02-27
A000777,2025-02-28,10:30:00,11:45:00,C0018,E003,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-02-28
A000778,2025-02-28,18:15:00,19:00:00,C0374,E004,S008,Phone/WhatsApp,completed,True,False,False,45,50,0.0,50.0,2025-02-28
A000779,2025-02-28,12:00:00,13:15:00,C0253,E001,S003,Instagram DM,completed,True,False,False,75,70,0.0,70.0,2025-02-28
A000780,2025-02-28,17:45:00,18:30:00,C0318,E002,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-02-28
A000781,2025-02-28,14:15:00,15:15:00,C0023,E002,S005,Phone/WhatsApp,completed,True,False,False,60,60,0.0,60.0,2025-02-28
A000782,2025-02-28,11:00:00,11:45:00,C0367,E002,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-02-28
A000783,2025-02-28,11:45:00,13:15:00,C0410,E003,S007,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-02-28
A000784,2025-02-28,17:15:00,18:30:00,C0028,E001,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-02-28
A000785,2025-02-28,17:00:00,18:30:00,C0299,E003,S007,Instagram DM,completed,True,False,False,90,90,0.0,90.0,2025-02-28
A000786,2025-02-28,15:15:00,16:30:00,C0115,E004,S006,Treatwell,completed,True,False,False,75,80,0.0,80.0,2025-02-28
A000787,2025-02-28,16:00:00,17:00:00,C0335,E001,S005,Instagram DM,completed,True,False,False,60,60,0.0,60.0,2025-02-28
A000788,2025-02-28,14:00:00,15:30:00,C0343,E003,S007,Phone/WhatsApp,completed,True,False,False,90,90,0.0,90.0,2025-02-28
A000789,2025-02-28,11:45:00,13:15:00,C0211,E002,S003,Instagram DM,completed,True,False,False,90,85,0.0,85.0,2025-02-28
A000790,2025-02-28,15:15:00,17:15:00,C0151,E002,S004,Website,completed,True,False,False,120,100,0.0,100.0,2025-02-28
A000791,2025-02-28,15:15:00,16:00:00,C0039,E001,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-02-28
A000792,2025-02-28,10:00:00,11:00:00,C0131,E002,S001,Treatwell,completed,True,False,False,60,50,0.0,50.0,2025-02-28
A000793,2025-02-28,13:15:00,14:15:00,C0204,E002,S002,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-02-28
A000794,2025-02-28,11:45:00,13:45:00,C0042,E004,S004,Phone/WhatsApp,completed,True,False,False,120,100,0.0,100.0,2025-02-28
A000795,2025-02-28,10:30:00,11:15:00,C0108,E004,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-02-28
A000796,2025-02-28,13:45:00,14:30:00,C0380,E004,S008,Instagram DM,completed,True,False,False,45,50,0.0,50.0,2025-02-28
A000797,2025-02-28,10:30:00,12:00:00,C0025,E001,S003,Phone/WhatsApp,completed,True,False,False,90,80,0.0,80.0,2025-02-28
A000798,2025-02-28,17:00:00,17:45:00,C0103,E004,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-02-28
A000799,2025-03-01,12:45:00,13:45:00,C0005,E002,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-03-01
A000800,2025-03-01,17:30:00,18:15:00,C0132,E002,S001,Walk-in,completed,True,False,False,45,40,0.0,40.0,2025-03-01
A000801,2025-03-01,16:45:00,18:00:00,C0355,E001,S003,Treatwell,cancelled,False,True,False,75,70,0.0,0.0,2025-03-01
A000802,2025-03-01,10:30:00,12:00:00,C0294,E002,S007,Phone/WhatsApp,completed,True,False,False,90,90,0.0,90.0,2025-03-01
A000803,2025-03-01,11:30:00,12:30:00,C0011,E003,S005,Walk-in,completed,True,False,False,60,60,0.0,60.0,2025-03-01
A000804,2025-03-01,15:45:00,17:15:00,C0055,E002,S007,Phone/WhatsApp,completed,True,False,False,90,90,0.0,90.0,2025-03-01
A000805,2025-03-01,11:30:00,12:30:00,C0105,E001,S002,Website,completed,True,False,False,60,60,0.0,60.0,2025-03-01
A000806,2025-03-01,15:00:00,16:00:00,C0438,E001,S005,Website,completed,True,False,False,60,60,0.0,60.0,2025-03-01
A000807,2025-03-01,14:15:00,15:30:00,C0149,E002,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-03-01
A000808,2025-03-01,12:45:00,13:30:00,C0011,E004,S001,Walk-in,completed,True,False,False,45,40,0.0,40.0,2025-03-01
A000809,2025-03-01,17:00:00,18:30:00,C0062,E004,S007,Walk-in,completed,True,False,False,90,90,0.0,90.0,2025-03-01
A000810,2025-03-01,15:30:00,17:30:00,C0202,E003,S004,Phone/WhatsApp,completed,True,False,False,120,100,0.0,100.0,2025-03-01
A000811,2025-03-01,13:15:00,14:00:00,C0187,E003,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-03-01
A000812,2025-03-01,10:15:00,11:15:00,C0191,E004,S005,Website,completed,True,False,False,60,60,0.0,60.0,2025-03-01
A000813,2025-03-01,10:00:00,10:45:00,C0346,E001,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-03-01
A000814,2025-03-01,13:00:00,15:00:00,C0342,E001,S004,Instagram DM,cancelled,False,True,False,120,100,0.0,0.0,2025-03-01
A000815,2025-03-01,10:00:00,10:45:00,C0039,E003,S001,Instagram DM,completed,True,False,False,45,40,0.0,40.0,2025-03-01
A000816,2025-03-01,15:45:00,16:30:00,C0455,E004,S001,Walk-in,completed,True,False,False,45,40,0.0,40.0,2025-03-01
A000817,2025-03-03,15:00:00,15:45:00,C0263,E002,S001,Phone/WhatsApp,completed,True,False,False,45,40,0.0,40.0,2025-03-03
A000818,2025-03-03,13:45:00,15:45:00,C0328,E004,S004,Phone/WhatsApp,completed,True,False,False,120,100,0.0,100.0,2025-03-03
A000819,2025-03-03,12:15:00,13:15:00,C0337,E004,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-03-03
A000820,2025-03-03,17:30:00,18:15:00,C0309,E002,S008,Phone/WhatsApp,completed,True,False,False,45,50,0.0,50.0,2025-03-03
A000821,2025-03-03,17:30:00,19:00:00,C0045,E003,S003,Walk-in,completed,True,False,False,90,90,0.0,90.0,2025-03-03
A000822,2025-03-03,12:00:00,14:00:00,C0048,E003,S004,Instagram DM,completed,True,False,False,120,100,0.0,100.0,2025-03-03
A000823,2025-03-03,14:45:00,16:00:00,C0433,E001,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-03-03
A000824,2025-03-03,10:15:00,11:15:00,C0251,E001,S001,Instagram DM,completed,True,False,False,60,60,0.0,60.0,2025-03-03
A000825,2025-03-03,15:00:00,17:00:00,C0388,E003,S004,Instagram DM,completed,True,False,False,120,100,0.0,100.0,2025-03-03
A000826,2025-03-03,16:15:00,17:15:00,C0036,E001,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-03-03
A000827,2025-03-03,13:30:00,14:30:00,C0367,E002,S005,Phone/WhatsApp,completed,True,False,False,60,60,0.0,60.0,2025-03-03
A000828,2025-03-03,11:00:00,12:00:00,C0342,E003,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-03-03
A000829,2025-03-03,16:00:00,16:45:00,C0297,E004,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-03-03
A000830,2025-03-03,16:00:00,17:30:00,C0302,E002,S007,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-03-03
A000831,2025-03-03,11:15:00,12:00:00,C0122,E004,S008,Walk-in,completed,True,False,False,45,50,0.0,50.0,2025-03-03
A000832,2025-03-03,12:30:00,14:30:00,C0092,E001,S004,Treatwell,completed,True,False,False,120,100,0.0,100.0,2025-03-03
A000833,2025-03-03,17:30:00,19:00:00,C0111,E004,S007,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-03-03
A000834,2025-03-03,10:45:00,11:45:00,C0056,E002,S005,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-03-03
A000835,2025-03-03,10:00:00,11:15:00,C0276,E004,S003,Walk-in,completed,True,False,False,75,70,0.0,70.0,2025-03-03
A000836,2025-03-03,12:15:00,13:30:00,C0038,E002,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-03-03
A000837,2025-03-03,18:15:00,19:00:00,C0081,E002,S001,Website,completed,True,False,False,45,40,0.0,40.0,2025-03-03
A000838,2025-03-04,16:45:00,17:30:00,C0333,E004,S001,Instagram DM,completed,True,False,False,45,40,0.0,40.0,2025-03-04
A000839,2025-03-04,11:30:00,13:00:00,C0268,E001,S007,Instagram DM,completed,True,False,False,90,90,0.0,90.0,2025-03-04
A000840,2025-03-04,17:00:00,18:30:00,C0269,E002,S007,Walk-in,completed,True,False,False,90,90,0.0,90.0,2025-03-04
A000841,2025-03-04,10:30:00,12:00:00,C0453,E002,S007,Phone/WhatsApp,completed,True,False,False,90,90,0.0,90.0,2025-03-04
A000842,2025-03-04,15:00:00,16:00:00,C0146,E003,S005,Walk-in,completed,True,False,False,60,60,0.0,60.0,2025-03-04
A000843,2025-03-04,13:15:00,14:00:00,C0114,E003,S001,Instagram DM,completed,True,False,False,45,40,0.0,40.0,2025-03-04
A000844,2025-03-04,16:15:00,17:45:00,C0197,E003,S003,Website,completed,True,False,False,90,80,0.0,80.0,2025-03-04
A000845,2025-03-04,12:15:00,13:45:00,C0346,E004,S007,Walk-in,completed,True,False,False,90,90,0.0,90.0,2025-03-04
A000846,2025-03-04,17:45:00,18:45:00,C0229,E004,S002,Phone/WhatsApp,cancelled,False,True,False,60,60,0.0,0.0,2025-03-04
A000847,2025-03-04,10:00:00,12:00:00,C0137,E004,S004,Website,completed,True,False,False,120,100,0.0,100.0,2025-03-04
A000848,2025-03-04,11:30:00,12:15:00,C0191,E003,S001,Phone/WhatsApp,completed,True,False,False,45,40,0.0,40.0,2025-03-04
A000849,2025-03-04,10:30:00,11:15:00,C0131,E001,S001,Phone/WhatsApp,completed,True,False,False,45,40,0.0,40.0,2025-03-04
A000850,2025-03-04,14:30:00,15:15:00,C0052,E004,S001,Website,completed,True,False,False,45,40,0.0,40.0,2025-03-04
A000851,2025-03-04,15:00:00,16:15:00,C0074,E002,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-03-04
A000852,2025-03-04,15:00:00,17:00:00,C0266,E001,S004,Phone/WhatsApp,completed,True,False,False,120,100,0.0,100.0,2025-03-04
A000853,2025-03-04,13:45:00,14:45:00,C0447,E002,S005,Phone/WhatsApp,no_show,False,False,True,60,60,0.0,30.0,2025-03-04
A000854,2025-03-04,15:30:00,16:30:00,C0244,E004,S005,Website,completed,True,False,False,60,60,0.0,60.0,2025-03-04
A000855,2025-03-04,10:00:00,11:30:00,C0231,E003,S007,Instagram DM,no_show,False,False,True,90,90,0.0,45.0,2025-03-04
A000856,2025-03-04,12:30:00,13:15:00,C0075,E002,S001,Walk-in,completed,True,False,False,45,40,0.0,40.0,2025-03-04
A000857,2025-03-04,13:45:00,14:30:00,C0391,E001,S001,Instagram DM,completed,True,False,False,45,40,0.0,40.0,2025-03-04
A000858,2025-03-04,17:45:00,19:00:00,C0181,E003,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-03-04
A000859,2025-03-05,13:30:00,14:45:00,C0243,E002,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-03-05
A000860,2025-03-05,15:45:00,16:45:00,C0276,E004,S002,Phone/WhatsApp,completed,True,False,False,60,60,0.0,60.0,2025-03-05
A000861,2025-03-05,12:15:00,13:30:00,C0293,E002,S003,Instagram DM,completed,True,False,False,75,70,0.0,70.0,2025-03-05
A000862,2025-03-05,17:45:00,19:00:00,C0040,E004,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-03-05
A000863,2025-03-05,16:00:00,17:00:00,C0296,E001,S001,Instagram DM,completed,True,False,False,60,55,0.0,55.0,2025-03-05
A000864,2025-03-05,14:00:00,15:15:00,C0432,E004,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-03-05
A000865,2025-03-05,10:45:00,12:15:00,C0198,E002,S007,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-03-05
A000866,2025-03-05,12:00:00,12:45:00,C0308,E001,S001,Phone/WhatsApp,completed,True,False,False,45,40,0.0,40.0,2025-03-05
A000867,2025-03-05,10:00:00,11:15:00,C0095,E004,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-03-05
A000868,2025-03-05,15:30:00,16:30:00,C0434,E002,S002,Treatwell,completed,True,False,False,60,60,0.0,60.0,2025-03-05
A000869,2025-03-05,17:00:00,17:45:00,C0139,E001,S001,Treatwell,completed,True,False,False,45,40,0.0,40.0,2025-03-05
A000870,2025-03-05,17:30:00,19:00:00,C0390,E002,S007,Phone/WhatsApp,completed,True,False,False,90,90,0.0,90.0,2025-03-05
A000871,2025-03-05,11:45:00,13:00:00,C0158,E004,S003,Walk-in,completed,True,False,False,75,70,0.0,70.0,2025-03-05
A000872,2025-03-05,13:15:00,14:00:00,C0156,E004,S008,Website,completed,True,False,False,45,50,0.0,50.0,2025-03-05
A000873,2025-03-06,14:00:00,15:15:00,C0009,E001,S003,Website,completed,True,False,False,75,70,0.0,70.0,2025-03-06
A000874,2025-03-06,12:00:00,13:00:00,C0276,E001,S005,Walk-in,completed,True,False,False,60,60,0.0,60.0,2025-03-06
A000875,2025-03-06,16:15:00,18:15:00,C0020,E001,S004,Phone/WhatsApp,completed,True,False,False,120,100,0.0,100.0,2025-03-06
A000876,2025-03-06,12:45:00,14:00:00,C0427,E002,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-03-06
A000877,2025-03-06,10:15:00,11:45:00,C0051,E001,S007,Website,completed,True,False,False,90,90,0.0,90.0,2025-03-06
A000878,2025-03-06,14:00:00,15:00:00,C0136,E004,S001,Treatwell,cancelled,False,True,False,60,50,0.0,0.0,2025-03-06
A000879,2025-03-06,11:00:00,12:15:00,C0356,E002,S003,Walk-in,completed,True,False,False,75,70,0.0,70.0,2025-03-06
A000880,2025-03-06,14:30:00,15:15:00,C0025,E002,S001,Phone/WhatsApp,completed,True,False,False,45,40,0.0,40.0,2025-03-06
A000881,2025-03-06,17:00:00,18:00:00,C0297,E003,S001,Phone/WhatsApp,cancelled,False,True,False,60,55,0.0,0.0,2025-03-06
A000882,2025-03-06,15:00:00,16:00:00,C0285,E003,S002,Website,completed,True,False,False,60,60,0.0,60.0,2025-03-06
A000883,2025-03-06,10:00:00,11:30:00,C0284,E004,S007,Treatwell,completed,True,False,False,90,90,0.0,90.0,2025-03-06
A000884,2025-03-06,17:45:00,19:00:00,C0287,E002,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-03-06
A000885,2025-03-06,17:15:00,18:00:00,C0160,E004,S001,Instagram DM,completed,True,False,False,45,40,0.0,40.0,2025-03-06
A000886,2025-03-06,11:30:00,12:45:00,C0444,E004,S003,Treatwell,completed,True,False,False,75,70,0.0,70.0,2025-03-06
A000887,2025-03-06,12:30:00,13:15:00,C0285,E003,S001,Instagram DM,completed,True,False,False,45,40,0.0,40.0,2025-03-06
A000888,2025-03-06,10:15:00,12:15:00,C0421,E003,S004,Instagram DM,completed,True,False,False,120,100,0.0,100.0,2025-03-06
A000889,2025-03-06,18:00:00,18:45:00,C0176,E004,S008,Treatwell,completed,True,False,False,45,50,0.0,50.0,2025-03-06
A000890,2025-03-06,16:30:00,17:45:00,C0111,E002,S003,Instagram DM,completed,True,False,False,75,70,0.0,70.0,2025-03-06
A000891,2025-03-07,15:30:00,16:45:00,C0341,E003,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-03-07
A000892,2025-03-07,14:15:00,15:30:00,C0255,E004,S003,Phone/WhatsApp,completed,True,False,False,75,70,0.0,70.0,2025-03-07
